journal	year	month	class	type	URL	subject	first_author	google_translate
livestock science	2018	5	monogastric	original article	https://www.sciencedirect.com/science/article/pii/S1871141317303669	Comparative nutrient digestibility in different ingredients fed to Duroc ¡¿ Landrace ¡¿ Yorkshire and Duroc ¡¿ Berkshire ¡¿ Jiaxing growing barrows	J.B.Zhaoaprod	µà·Ï¿¡ °ø±ŞµÇ´Â ´Ù¸¥ ¼ººĞ¿¡ ºñ±³ ¿µ¾ç¼Ò ¼ÒÈ­À²Àº ·£µå ·¹ÀÌ½º ¡¿ ¿äÅ©¼Å ¹× µà·Ï ¡¿ ¹öÅ©¼Å ¡¿ ??°¡Èï ¼ºÀå µé°Í ¡¿
livestock science	2018	5	monogastric	original article	https://www.sciencedirect.com/science/article/pii/S1871141318300635	"Long term differentiated phosphorus supply from below to above requirement affects nutrient balance and retention, body weight gain and bone growth in growing-finishing pigs"	K.U.S©ªrensenae	"À§ÀÇ ¿ä±¸ »çÇ× ¾Æ·¡¿¡¼­ Àå±â Â÷º°È­ µÈ ÀÎ °ø±Ş ºñÀ° µÅÁöÀÇ ¿µ¾ç ±ÕÇü°ú À¯Áö, Ã¼Áß Áõ°¡ ¹× »À ¼ºÀå¿¡ ¿µÇâÀ» ¹ÌÄ¡´Â"
livestock science	2018	6	ruminant	original article	https://www.sciencedirect.com/science/article/pii/S1871141318300994	"Identification, characterization and selection of autochthonous lactic acid bacteria as probiotic for feedlot cattle"	NataliaC.Maldonado	"È®ÀÎ, Æ¯¼ºÈ­ ¹× ºñÀ° °¡Ãà ¿ë »ı±ÕÁ¦·Î¼­ ÅäÂø À¯»ê±ÕÀÇ ¼±ÅÃ"
livestock science	2018	6	monogastric	original article	https://www.sciencedirect.com/science/article/pii/S1871141318300866	Variations in nutritional and antinutritional contents among faba bean cultivars and effects on growth performance of weaner pigs	E.Ivarsson	ÆÄ¹Ù Äá Ç°Á¾ Áß ¿µ¾ç ¹× Ç× ¿µ¾ç ³»¿ëÀÇ º¯È­¿Í weaner µÅÁöÀÇ ¼ºÀå ¼º´É¿¡ ¿µÇâ
livestock science	2018	6	ruminant	original article	https://www.sciencedirect.com/science/article/pii/S1871141318300842	Impact of energy and protein on the gastro-intestinal parasitism of small ruminants: A meta-analysis	CeiW.	ÀÛÀº ¹İÃß µ¿¹°ÀÇ À§Àå ±â»ı¿¡ ¿¡³ÊÁö¿Í ´Ü¹éÁúÀÇ ¿µÇâ : ¸ŞÅ¸ ºĞ¼®
animal	2018	1	monogastric	original article	https://www.cambridge.org/core/product/0096129AEAEC772A6283EED24D7F92A7	Early solid additional feeding of suckling rabbits from 3 to 15 days of age	L.Kacsala	3 ¼¼ ~ 15 ÀÏ¿¡¼­ À¯¾Æ Åä³¢ÀÇ Á¶±â °íÃ¼ Ãß°¡ °ø±Ş
animal	2018	1	monogastric	original article	https://www.cambridge.org/core/product/10187D2E9BBFF203E179F1E9D82D8D8D	Effects of rapeseed meal fiber content on phosphorus and calcium digestibility in growing pigs fed diets without or with microbial phytase	M.Bournazel	¼ºÀå µÅÁö ÀÎ¿¡ À¯Ã¤ ½Ä»ç ¼¶À¯ ÇÔ·®°ú Ä®½· ¼ÒÈ­À²ÀÇ È¿°ú´Â¾øÀÌ ¶Ç´Â ¹Ì»ı¹° ÇÇÅ¸ ¾ÆÁ¦¿Í ÇÔ²² ´ÙÀÌ¾îÆ®¸¦ °ø±Ş
animal	2018	1	monogastric	original article	https://www.cambridge.org/core/product/FDE9A3166CE7F20D41F8A68070904B0D	Milk replacers supplemented with either L-arginine or L-carnitine potentially improve muscle maturation of early reared low birth weight piglets from hyperprolific sows	J.G.Madsen	¿ìÀ¯ ´ëÃ¼¹°Àº ÀáÀçÀû ÃÊ±â hyperprolific ¸ğµ·¿¡¼­ Àú Ãâ»ı Ã¼ÁßÀÇ µÅÁö¸¦ »çÀ°ÀÇ ±ÙÀ°ÀÇ ¼º¼÷À» °³¼± L ¾Æ¸£±â´Ñ ¶Ç´Â L Ä«¸£´ÏÆ¾ Áß º¸Ãæ
animal	2018	1	ruminant	original article	https://www.cambridge.org/core/product/9933D2406F02B781E7C7039303F9E1C4	The development of an intraruminal nylon bag technique using non-fistulated animals to assess the rumen degradability of dietary plant materials	J.H.Pagella	ºñ fistulated µ¿¹°À» »ç¿ëÇÏ¿© intraruminal ³ªÀÏ·Ğ °¡¹æ ±â¼úÀÇ °³¹ßÀº½ÄÀÌ ½Ä¹° Àç·áÀÇ ¹İÃßÀ§ ºĞÇØ¼ºÀ» Æò°¡ÇÏ±â
animal	2018	1	ruminant	original article	https://www.cambridge.org/core/product/CE7C151B0E8CCA30ECE278C4BFBA08D4	Feed intake and milk production in dairy cows fed different grass and legume species: a meta-analysis	M.Johansen	»ç·á ¼·Ãë·® ¹× Á¥¼ÒÀÇ ¿ìÀ¯ »ı»êÀº ´Ù¸¥ Ç®°ú Äá°ú ½Ä¹° Á¾À» °ø±Ş : ¸ŞÅ¸ ºĞ¼®À»
animal	2018	2	monogastric	original article	https://www.cambridge.org/core/journals/animal/article/influence-of-paraaminohippuric-acid-analysis-on-net-portaldrained-viscera-flux-of-nutrients-in-pigs/391061E8F12B0180E6439F556DBF13B1	Influence of para-aminohippuric acid analysis on net portal-drained viscera flux of nutrients in pigs	I.Fernandez-Figares	µÅÁöÀÇ ¿µ¾ç¼ÒÀÇ ¼ø Æ÷ÅĞ ¹è¼ö°¡ ³»Àå ÇÃ·°½º¿¡ ÆÄ¶ó aminohippuric »ê ºĞ¼®ÀÇ ¿µÇâ
animal	2018	2	monogastric	original article	https://www.cambridge.org/core/journals/animal/article/mode-of-action-of-saccharomyces-cerevisiae-in-enteric-methane-mitigation-in-pigs/6B94DD8C201E573606049858C15807EA	Mode of action of Saccharomyces cerevisiae in enteric methane mitigation in pigs	Y.L.Gong	µÅÁöÀÇ Àå³» ¸ŞÅº ¿ÏÈ­¿¡ »çÄ« »çÄ«·Î ¸¶ÀÌ ¼¼½º ¼¼·¹ ºñ½Ã ¾ÖÀÇ Çàµ¿ÀÇ ¸ğµå
animal	2018	2	monogastric	original article	https://www.cambridge.org/core/journals/animal/article/grape-pomace-improves-performance-antioxidant-status-fecal-microbiota-and-meat-quality-of-piglets/A33DCD65196A681881FAB71704AA5C2B	"Grape pomace improves performance, antioxidant status, fecal microbiota and meat quality of piglets"	I.Kafantaris	"Æ÷µµ Âî²¨±â´Â ¼º´É, Ç×»êÈ­ »óÅÂ, ¹è¼³¹° ¹Ì»ı¹° ¹× µÅÁö °í±âÀÇ Ç°ÁúÀ» Çâ»ó"
animal	2018	2	ruminant	original article	https://www.cambridge.org/core/journals/animal/article/growth-meat-and-feed-efficiency-traits-of-lambs-born-to-ewes-submitted-to-energy-restriction-during-midgestation/BF8E65D4490CA7AC3CD9F5338526F915	"Growth, meat and feed efficiency traits of lambs born to ewes submitted to energy restriction during mid-gestation"	L.Piaggio	"¼ºÀå, Áß¹İ ÀÓ½Å Áß ¿¡³ÊÁö Á¦ÇÑ¿¡ Á¦Ãâ ¾Ï¾ç¿¡ ÅÂ¾î³­ µÈ ¾çÀÇ °í±â¿Í »ç·á È¿À² Æ¯¼º"
animal	2018	2	ruminant	original article	https://www.cambridge.org/core/journals/animal/article/impact-of-animal-density-on-cattle-nutrition-in-dry-mediterranean-rangelands-a-faecal-nearir-spectroscopyaided-study/84D25BE8B56B42EC8D236D4CF5639096	Impact of animal density on cattle nutrition in dry Mediterranean rangelands: a faecal near-IR spectroscopy-aided study	S.Y.Landau	°ÇÁ¶ÇÑ ÁöÁßÇØ ¹æ¸ñÀåÀÇ °¡Ãà ¿µ¾ç¿¡ µ¿¹° ¹ĞµµÀÇ ¿µÇâ : ¹è¼³¹° ±ÙÀû¿Ü¼± ºĞ±¤¹ı ÁÖ¾ú ¿¬±¸
animal	2018	2	ruminant	original article	https://www.cambridge.org/core/journals/animal/article/postweaning-feed-efficiency-decreased-in-progeny-of-higher-milk-yielding-beef-cows/CCED17F555C5D61913188485866D3C51	Post-weaning feed efficiency decreased in progeny of higher milk yielding beef cows	J.T.Mulliniks	ÈÄ ÀÌÀ¯ÀÇ »ç·á È¿À²ÀÌ ³ôÀº ¿ìÀ¯ »êÃâ ¼è°í±â Á¥¼ÒÀÇ ÀÚ¼Õ °¨¼Ò
animal	2018	2	ruminant	original article	https://www.cambridge.org/core/journals/animal/article/effect-of-dietary-addition-of-nitrate-or-increase-in-lipid-concentrations-alone-or-in-combination-on-performance-and-methane-emissions-of-beef-cattle/042AD9AB21B81F20CB3AD11450179DB5	"The effect of dietary addition of nitrate or increase in lipid concentrations, alone or in combination, on performance and methane emissions of beef cattle"	C.-A.Duthie	"À°¿ìÀÇ ¼º´É°ú ¸ŞÅº ¹èÃâ¿¡ Áú»ê ¶Ç´Â ÁöÁú ³óµµ, ´Üµ¶ ¶Ç´Â Á¶ÇÕÀÇ Áõ°¡½ÄÀÌ Ãß°¡ÀÇ È¿°ú,"
animal	2018	3	general	original article	https://www.cambridge.org/core/journals/animal/article/prediction-of-cp-and-starch-concentrations-in-ruminal-in-situ-studies-and-ruminal-degradation-of-cereal-grains-using-nirs/CCA4AB28D34F110A889D67C2344E873D	Prediction of CP and starch concentrations in ruminal in situ studies and ruminal degradation of cereal grains using NIRS	J.Krieg	ÇöÀå ¿¬±¸¿Í NIRS¸¦ »ç¿ë °î¹°ÀÇ ¹İÃßÀ§¿¡¼­ ºĞÇØ ¹İÃßÀ§¿¡¼­ CP ÀüºĞ ³óµµ ¿¹Ãø
animal	2018	3	ruminant	original article	https://www.cambridge.org/core/journals/animal/article/relative-reticulorumen-ph-indicators-for-subacute-ruminal-acidosis-detection-in-dairy-cows/30322381F45AC9E9E90364DC57220B67	Relative reticulo-rumen pH indicators for subacute ruminal acidosis detection in dairy cows	C.Villot	Á¥¼Ò ±Ş¼º ¹İÃßÀ§ »êÁõ °ËÃâÇÏ´Â »ó´ë ¼¼¸Á ¹İÃßÀ§ pH¸¦ ÁöÇ¥
animal	2018	3	ruminant	original article	https://www.cambridge.org/core/journals/animal/article/effects-of-isovalerate-supplements-on-morphology-and-functional-gene-expression-of-rumen-mucosa-in-pre-and-postweaning-dairy-calves/1F609EB9073B24D005ED59F8969EC53E	Effects of isovalerate supplements on morphology and functional gene expression of rumen mucosa in pre- and post-weaning dairy calves	Q.Liu	ÀüÈÄ ÀÌÀ¯ ³«³ó ¼Û¾ÆÁö ÇüÅÂ¿Í ¹İÃßÀ§ Á¡¸· ±â´ÉÀÇ À¯ÀüÀÚ ¹ßÇö¿¡ ¹ÌÄ¡´Â ¿µÇâ ÀÌ¼Ò ¹ß·¹ º¸Ãæ
animal	2018	3	ruminant	original article	https://www.cambridge.org/core/journals/animal/article/linseed-plus-nitrate-in-the-diet-for-fattening-bulls-effects-on-methane-emission-animal-health-and-residues-in-offal/C920620905BD27D34CC6CD595E6A4BD4	"Linseed plus nitrate in the diet for fattening bulls: effects on methane emission, animal health and residues in offal"	M.Doreau	"ºñÀ° È²¼ÒÀÇ ½Ä´Ü¿¡ ¾Æ¸¶¾¾ ÇÃ·¯½º Áú»ê : ¸ŞÅº ¹æÃâ, µ¿¹° °Ç°­ ¹× °ÜÀÇ ÀÜ·ù ¹°¿¡ ´ëÇÑ ¿µÇâ"
animal	2018	3	ruminant	original article	https://www.cambridge.org/core/journals/animal/article/effects-of-dry-period-length-on-milk-production-and-energy-balance-in-two-cow-breeds/D5C220886A9DE02411D70F4CD997DA3B	Effects of dry period length on milk production and energy balance in two cow breeds	E.AndreeO¡¯Haran	ÀÌ °³ ¼Ò Ç°Á¾ÀÇ ¿ìÀ¯ »ı»ê ¹× ¿¡³ÊÁö ±ÕÇü¿¡ °ÇÁ¶ÁÖ±â ±æÀÌÀÇ È¿°ú
animal	2018	3	ruminant	original article	https://www.cambridge.org/core/journals/animal/article/evidence-for-increasing-digestive-and-metabolic-efficiency-of-energy-utilization-with-age-of-dairy-cattle-as-determined-in-two-feeding-regimes/51A5C11EABF5BCE337D3188EDB2A152E	Evidence for increasing digestive and metabolic efficiency of energy utilization with age of dairy cattle as determined in two feeding regimes	F.Grandl	ÀÌ °³ ¸ÔÀÌ Á¤±Ç¿¡¼­ °áÁ¤µÇ´Â Á¥¼ÒÀÇ ¿¬·É°ú ¿¡³ÊÁö ÀÌ¿ëÀÇ ¼ÒÈ­±â °èÅë ¹× ½ÅÁø ´ë»ç È¿À²À» Áõ°¡¿¡ ´ëÇÑ Áõ°Å
animal	2018	4	monogastric	original article	https://www.cambridge.org/core/journals/animal/article/effect-of-dietary-nutrients-on-ileal-endogenous-losses-of-threonine-cysteine-methionine-lysine-leucine-and-protein-in-broiler-chicks/EDBD7F7484A06AEF1265687BE6E5ADF7	"Effect of dietary nutrients on ileal endogenous losses of threonine, cysteine, methionine, lysine, leucine and protein in broiler chicks"	S.Cerrate	"À°°è º´¾Æ¸® Æ®·¹¿À´Ñ, ½Ã½ºÅ×ÀÎ, ¸ŞÆ¼¿À´Ñ, ¶óÀÌ½Å, ·ù½Å ¹× ´Ü¹éÁúÀÇ È¸Àå ³»»ı ¼Õ½Ç¿¡½ÄÀÌ ¿µ¾ç¼ÒÀÇ È¿°ú"
animal	2018	4	monogastric	original article	https://www.cambridge.org/core/journals/animal/article/feeding-broilers-with-dry-whey-powder-and-whey-protein-concentrate-affected-productive-performance-ileal-digestibility-of-nutrients-and-cecal-microbiota-community/DFC13AE6A164C9E95DA7A48696AD465A	"Feeding broilers with dry whey powder and whey protein concentrate affected productive performance, ileal digestibility of nutrients and cecal microbiota community"	C.Pineda-Quiroga	"°ÇÁ¶ À¯Ã» ºĞ¸»°ú À¯Ã» ´Ü¹éÁú »ç·á À°°è »ı»ê¼º ¼º´É, ¿µ¾ç¼ÒÀÇ È¸Àå ¼ÒÈ­À²°ú ¸ÍÀå ¹Ì»ı¹° Ä¿¹Â´ÏÆ¼¿¡ ¿µÇâ ³óÃà¾×"
animal	2018	4	general	review	https://www.cambridge.org/core/journals/animal/article/review-to-be-or-not-to-be-an-identifiable-model-is-this-a-relevant-question-in-animal-science-modelling/59B51BAF48C63A1874665FC8EEB173C3	Review: To be or not to be an identifiable model. Is this a relevant question in animal science modelling?	R.Munoz-Tamayo	°ËÅä µÇ·Á¸é ¶Ç´Â ½Äº° ¸ğµ¨ ¼ö ¾ø½À´Ï´Ù. ÀÌ µ¿¹° °úÇĞ ¸ğµ¨¸µ °ü·Ã Áú¹®ÀÎ°¡?
animal	2018	4	ruminant	original article	https://www.cambridge.org/core/journals/animal/article/plane-of-nutrition-during-the-rearing-phase-for-replacement-ewes-of-four-genotypes-i-effects-on-growth-and-development-and-on-ovulation-rate-at-first-joining/8569497BAB2847809EC0C677ADDC782F	"Plane of nutrition during the rearing phase for replacement ewes of four genotypes: I <U+2013> effects on growth and development, and on ovulation rate at first joining"	T.W.J.Keady	"³× °³ÀÇ À¯ÀüÀÚÇüÀÇ ±³Ã¼ ¾Ï¾çÀÇ »çÀ° ´Ü°è¿¡¼­ ¿µ¾çÀÇ ºñÇà±â : ³ª´Â <U + 2013> Ã¹ ¹øÂ° °áÇÕ¿¡¼­ ¼ºÀå°ú ¹ßÀü, ±×¸®°í ¹è¶õ ¼Óµµ¿¡ ´ëÇÑ ¿µÇâÀ»"
animal	2018	4	ruminant	original article	https://www.cambridge.org/core/journals/animal/article/plane-of-nutrition-during-the-rearing-phase-for-replacement-ewes-of-four-genotypes-ii-effects-on-performance-during-first-pregnancy-and-to-weaning-and-of-their-progeny/1797086FF098D24F9B6B4719F687576B	"Plane of nutrition during the rearing phase for replacement ewes of four genotypes: II - effects on performance during first pregnancy and to weaning, and of their progeny"	T.W.J.Keady	"³× °³ÀÇ À¯ÀüÀÚÇüÀÇ ±³Ã¼ ¾Ï¾çÀÇ »çÀ° ´Ü°è¿¡¼­ ¿µ¾çÀÇ ºñÇà±â : II - Ã¹¹øÂ° ÀÓ½Å Áß ¼º´É¿¡ ´ëÇÑ ¿µÇâ°ú ÀÌÀ¯, ±×¸®°í ±×µéÀÇ ÀÚ¼ÕÀÇ"
animal	2018	4	ruminant	original article	https://www.cambridge.org/core/journals/animal/article/nutrient-intake-rumen-fermentation-and-growth-performance-of-dairy-calves-fed-extruded-fullfat-soybean-as-a-replacement-for-soybean-meal/5E72B03B4FA824C10922F0ECC2AFEBA0	"Nutrient intake, rumen fermentation and growth performance of dairy calves fed extruded full-fat soybean as a replacement for soybean meal"	A.ZeidAli-Nejad	"¿µ¾ç ¼·Ãë, ¹İÃßÀ§ ¹ßÈ¿ ¹× À¯Á¦Ç° ¼Û¾ÆÁöÀÇ ¼ºÀå ¼º´ÉÀº ´ëµÎ¹ÚÀ» ´ëÃ¼ ¾ĞÃâ ÀüÃ¼ Áö¹æ ÄáÀ» °ø±Ş"
animal	2018	4	ruminant	original article	https://www.cambridge.org/core/journals/animal/article/metabolic-and-stress-responses-in-dairy-cows-fed-a-concentraterich-diet-and-submitted-to-intramammary-lipopolysaccharide-challenge/1C5FDCD4E3FAFDB209624D8367102511	Metabolic and stress responses in dairy cows fed a concentrate-rich diet and submitted to intramammary lipopolysaccharide challenge	S.Aditya	Á¥¼ÒÀÇ ´ë»ç ¹× ½ºÆ®·¹½º ¹İÀÀÀº ³óÃà ¹°ÀÌ Ç³ºÎÇÑ À½½ÄÀ» °ø±ŞÇÏ°í ÁöÁú ´Ù´ç·ùÀÇ µµÀüÀ» À¯¹æ¿¡ Á¦Ãâ
animal	2018	4	ruminant	original article	https://www.cambridge.org/core/journals/animal/article/feeding-dried-distillers-grains-with-solubles-to-lactating-beef-cows-impact-of-excess-protein-and-fat-on-postweaning-progeny-growth-glucose-tolerance-and-carcass-traits/86336BDA9818F7EFBCE8158D88AA7CEC	"Feeding dried distillers grains with solubles to lactating beef cows: impact of excess protein and fat on post-weaning progeny growth, glucose tolerance and carcass traits"	C.N.Shee	"ÈÄ ÀÌÀ¯ ÀÚ¼ÕÀÇ ¼ºÀå, Æ÷µµ´ç ³»¼º°ú µµÃ¼ Æ¯¼º¿¡ ¿©ºĞÀÇ ´Ü¹éÁú°ú Áö¹æÀÇ ¿µÇâ : ¼è°í±â ¼Ò¸¦ ¼öÀ¯¿¡ °¡¿ë¼º ¹°Áú°ú °ÇÁ¶ Áõ·ù °î¹°À» ¸ÔÀÌ"
animal	2018	4	ruminant	original article	https://www.cambridge.org/core/journals/animal/article/effect-of-glycerol-supplementation-during-early-lactation-on-milk-yield-milk-composition-nutrient-digestibility-and-blood-metabolites-of-dairy-buffaloes/AA61BE09E7B1FF7948B3FDFF5226E24B	"Effect of glycerol supplementation during early lactation on milk yield, milk composition, nutrient digestibility and blood metabolites of dairy buffaloes"	A.M.Saleem	ÃÊ±â ¿ìÀ¯ »ı»ê·®¿¡ ºñÀ¯ ¿ìÀ¯ Á¶¼º¹° ¿µ¾ç¼Ò ¼ÒÈ­¼º À¯Á¦Ç° ¹°¼Ò Ç÷¾× Áß¿¡ ±Û¸®¼¼·Ñ ´ë»ç º¸ÃæÁ¦ÀÇ È¿°ú
animal	2018	5	monogastric	original article	https://www.cambridge.org/core/journals/animal/article/effects-of-feeding-low-fishmeal-diets-with-increasing-soybean-meal-levels-on-growth-gut-histology-and-plasma-biochemistry-of-sea-bass/51D3DE885BAA931FD71D999FC1854D6F	"Effects of feeding low fishmeal diets with increasing soybean meal levels on growth, gut histology and plasma biochemistry of sea bass"	E.Bonvini	"³ó¾îÀÇ ¼ºÀå, Àå³» Á¶Á÷ÇĞ ¹× ÇÃ¶óÁî¸¶ »ıÈ­ÇĞ¿¡ Áõ°¡ ´ëµÎ¹Ú ¼öÁØ ³·Àº ¾îºĞ »ç·á¸¦ ¸ÔÀÌÀÇ È¿°ú"
animal	2018	5	monogastric	original article	https://www.cambridge.org/core/journals/animal/article/effects-of-methionine-hydroxy-analogue-supplementation-on-the-expression-of-antioxidantrelated-genes-of-acute-heat-stressexposed-broilers/1FC570D49E3A0DE4F7A8FEC86B246486	Effects of methionine hydroxy analogue supplementation on the expression of antioxidant-related genes of acute heat stress-exposed broilers	E.Gasparino	±Ş¼º ¿­ ÀÀ·Â¿¡ ³ëÃâ µÈ ºê·ÎÀÏ·¯ »êÈ­ °ü·Ã À¯ÀüÀÚµéÀÇ ¹ßÇö¿¡ ¸ŞÆ¼¿À´Ñ ·Ï½Ã ¾Æ³¯·Î±× º¸ÃæÁ¦ÀÇ È¿°ú
animal	2018	5	monogastric	original article	https://www.cambridge.org/core/journals/animal/article/prediction-of-the-amino-acid-digestibility-of-legume-seeds-in-growing-pigs-a-metaanalysis-approach/59BAA14E9DFD32C439B2AD4E7F603AAD	Prediction of the amino acid digestibility of legume seeds in growing pigs: a meta-analysis approach	F.Messad	µÅÁö ¼ºÀå¿¡ Äá°ú ½Ä¹° ¾¾¾ÑÀÇ ¾Æ¹Ì³ë»ê ¼ÒÈ­À²ÀÇ ¿¹Ãø : ¸ŞÅ¸ ºĞ¼® ¹æ¹ı
animal	2018	5	monogastric	original article	https://www.cambridge.org/core/journals/animal/article/pelleting-and-extrusion-can-ameliorate-negative-effects-of-toasting-of-rapeseed-meal-on-protein-digestibility-in-growing-pigs/67B51677A7D6687D00C07FA81E9E6251	Pelleting and extrusion can ameliorate negative effects of toasting of rapeseed meal on protein digestibility in growing pigs	S.Salazar-Villanea	Æç·¿ ¹× ¾ĞÃâ ¼ºÀå µÅÁöÀÇ ´Ü¹éÁú ¼ÒÈ­¿¡ À¯Ã¤ ½Ä»çÀÇ Åä½ºÆ®ÀÇ ºÎÁ¤ÀûÀÎ ¿µÇâÀ» °³¼± ÇÒ ¼ö ÀÖ½À´Ï´Ù
animal	2018	5	ruminant	original article	https://www.cambridge.org/core/journals/animal/article/growth-performance-and-digestion-of-growing-lambs-fed-diets-supplemented-with-glycerol/5FAFE959A59C48D86CC8BC96D92679A3	Growth performance and digestion of growing lambs fed diets supplemented with glycerol	A.M.Saleem	¼ºÀå ¼º´É°ú ´ÙÀÌ¾îÆ®¸¦ °ø±Ş Áõ°¡ÇÏ´Â ¾çÀÇ ¼ÒÈ­ ±Û¸®¼¼·Ñ º¸Ãæ
animal	2018	5	ruminant	original article	https://www.cambridge.org/core/journals/animal/article/effects-of-replacement-of-moringa-oleifera-for-berseem-clover-in-the-diets-of-nubian-goats-on-feed-utilisation-and-milk-yield-composition-and-fatty-acid-profile/1F3954B17DE03C20B764B2DD2C4A4E62	"Effects of replacement of Moringa oleifera for berseem clover in the diets of Nubian goats on feed utilisation, and milk yield, composition and fatty acid profile"	A.E.Kholif	"ÇÇµå »ç¿ë·ü ´©ºñ ¿°¼Ò »ç·á¿¡ berseem Å¬·Î¹ö ¹× ¿ìÀ¯ »ı»ê·®, Á¶¼º¹° ¹× Áö¹æ»ê ÇÁ·ÎÇÊ ¸ğ ¸µ°¡ ´ëÃ¼ È¿°ú"
animal	2018	5	ruminant	original article	https://www.cambridge.org/core/journals/animal/article/monitoring-and-assessment-of-ingestive-chewing-sounds-for-prediction-of-herbage-intake-rate-in-grazing-cattle/4DA44AC6FA6506BC194448D7D5FA32E4	Monitoring and assessment of ingestive chewing sounds for prediction of herbage intake rate in grazing cattle	J.R.Galli	¸ğ´ÏÅÍ¸µ ¹× ingestive ¾Ã´ÂÀÇ Æò°¡´Â ¹æ¸ñ °¡ÃàÀÇ ¸ñÃÊ ¼·Ãë ¼ÓµµÀÇ ¿¹Ãø ¼Ò¸®
animal	2018	5	ruminant	original article	https://www.cambridge.org/core/journals/animal/article/combined-effects-of-oleic-linoleic-and-linolenic-acids-on-lactation-performance-and-the-milk-fatty-acid-profile-in-lactating-dairy-cows/AFEE33462874B166C9203C8C116BC759	"Combined effects of oleic, linoleic and linolenic acids on lactation performance and the milk fatty acid profile in lactating dairy cows"	C.Bai	"Á¥¼ÒÀÇ Á¥À» ¿Ã·¹»ê, ¸®³î·¹»ê ¹× ¼öÀ¯ ¼º´É ¸®³î·»»ê ¹× ¿ìÀ¯ Áö¹æ»ê ÇÁ·ÎÆÄÀÏÀÇ °áÇÕ È¿°ú"
animal	2018	5	monogastric	review	https://www.cambridge.org/core/journals/animal/article/review-pork-production-with-maximal-nitrogen-efficiency/017227D23788A84F65FC2F373B092332	Review: Pork production with maximal nitrogen efficiency	S.Millet	°ËÅä : ÃÖ´ë Áú¼Ò È¿À² µÅÁö °í±â »ı»ê
animal	2018	6	monogastric	original article	https://www.cambridge.org/core/journals/animal/article/viscosity-negatively-affects-the-nutritional-value-of-blue-lupin-seeds-for-broilers/A8CF9B2417A4BB23629DE4CE4D5C99CC	Viscosity negatively affects the nutritional value of blue lupin seeds for broilers	P.Konieczka	Á¡µµ ºÎÁ¤ÀûÀÎ À°°è ÆÄ¶õ»ö ·çÇÇ ³Ê½º ¾¾¾ÑÀÇ ¿µ¾ç °¡Ä¡¿¡ ¿µÇâÀ» ¹ÌÄ¡´Â
animal	2018	6	monogastric	original article	https://www.cambridge.org/core/journals/animal/article/reducing-agent-can-be-omitted-in-the-incubation-medium-of-the-batch-in-vitro-fermentation-model-of-the-pig-intestines/C9F9E0DE5EE06768C7D637255AF40E83	Reducing agent can be omitted in the incubation medium of the batch in vitro fermentation model of the pig intestines	C.Poelaert	È¯¿øÁ¦ µÅÁö Ã¢ÀÚ ¹ßÈ¿ ½ÃÇè °ü³» ¸ğµ¨¿¡¼­ ¹èÄ¡ÀÇ ¹è¾ç ¹èÁö¿¡¼­ »ı·« µÉ ¼öÀÖ´Ù
animal	2018	6	monogastric	original article	https://www.cambridge.org/core/journals/animal/article/consequences-of-dietary-calcium-and-phosphorus-depletion-and-repletion-feeding-sequences-on-growth-performance-and-body-composition-of-growing-pigs/03BF19E23E6208C80F3A2453AE0E4466	Consequences of dietary calcium and phosphorus depletion and repletion feeding sequences on growth performance and body composition of growing pigs	E.Gonzalo	½ÄÀÌ Ä®½·°ú ÀÎ °í°¥°ú ¼ºÀå ¼º´É ¹× ¼ºÀå µÅÁöÀÇ ½ÅÃ¼ ±¸¼º¿¡ Ãæ¸¸ °ø±Ş ½ÃÄö½ºÀÇ °á°ú
animal	2018	6	ruminant	original article	https://www.cambridge.org/core/journals/animal/article/an-assessment-of-walkoverweighing-to-estimate-shortterm-individual-forage-intake-in-sheep/BA186989F64A7FC39A25D1B9C94E737A	An assessment of Walk-over-Weighing to estimate short-term individual forage intake in sheep	E.Gonzalez-Garcia	ÀÇ Æò°¡ ¾ç ´Ü±â °³º° »ç·á ¼·Ãë·®À» ÃßÁ¤ÇÏ´Â ¿öÅ© - ÀÌ»ó - ¹«°Ô
animal	2018	6	ruminant	original article	https://www.cambridge.org/core/journals/animal/article/modeling-homeorhetic-trajectories-of-milk-component-yields-body-composition-and-drymatter-intake-in-dairy-cows-influence-of-parity-milk-production-potential-and-breed/2A68C35D2888F984921EE9FDF3D5C26A	"Modeling homeorhetic trajectories of milk component yields, body composition and dry-matter intake in dairy cows: Influence of parity, milk production potential and breed"	J.B.Daniel	"ÆĞ¸®Æ¼ÀÇ ¿µÇâ, ¿ìÀ¯ »ı»ê ÀáÀç·Â°ú Ç°Á¾ : homeorhetic ¿ìÀ¯ ¼ººĞÀÇ ¼öÀ², Á¥¼ÒÀÇ ½ÅÃ¼ ±¸¼º ¹× µå¶óÀÌ ¼·Ãë·®ÀÇ ±Ëµµ ¸ğµ¨¸µ"
